Judul Produk,Link Gambar,Harga,Harga Coret,Deskripsi,Status,Berat,Label
Seorang Pria yang Melalui Duka dengan Mencuci Piring – Andreas Kurniawan,https://lh3.googleusercontent.com/d/17593pmr0T_zM9XmIGOCxz7Rf05HMP2-J,Rp3.500,Rp15.000,"Seorang Pria yang Melalui Duka dengan Mencuci Piring – Andreas Kurniawan adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Seni Berbicara Tanpa Bikin Sakit Hati: Membangun Komunikasi Efektif,https://lh3.googleusercontent.com/d/1e6m2ce8R5Lw1fQb1Oy-UQLHqxTlSlOR1,Rp3.500,Rp15.000,"Seni Berbicara Tanpa Bikin Sakit Hati: Membangun Komunikasi Efektif adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Membangun Personal Branding di Facebook,https://lh3.googleusercontent.com/d/1mji_UD879BPsMuY9IDNeCS79dl7xFKP6,Rp3.500,Rp15.000,"Membangun Personal Branding di Facebook adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Nanti Juga Sembuh Sendiri – Helobagas,https://lh3.googleusercontent.com/d/18C7HIuff-W0ojSFsVS43Mz68tNXJDavq,Rp3.500,Rp15.000,"Nanti Juga Sembuh Sendiri – Helobagas adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Kosmos – Carl Sagan,https://lh3.googleusercontent.com/d/1DELUCtmGMjeTUqGTsfvGe072OEXijMFv,Rp3.500,Rp15.000,"Kosmos – Carl Sagan adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Atomic Habits,https://lh3.googleusercontent.com/d/1O92aXBKaAmbSfiyHzlzqdRKWSbFT_XzH,Rp3.500,Rp15.000,"Atomic Habits adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Membenci Kapitalisme dengan Baik dan Benar,https://lh3.googleusercontent.com/d/1vg3j28GmtQSBANvYQNNar-0UHFs13rjt,Rp3.500,Rp15.000,"Membenci Kapitalisme dengan Baik dan Benar adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Pengantar Logika Dasar,https://lh3.googleusercontent.com/d/bc1qg4zndrsatg0j6xzdc5czs9l3vntz5gwwsrp6py_cIGW0D,Rp3.500,Rp15.000,"Pengantar Logika Dasar adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Dark Psychology Secrets: The Essential Guide to Persuasion, Emotional,https://lh3.googleusercontent.com/d/1J9jOOC4KriazPflgpPWLYrPVhXpf0lWq,Rp3.500,Rp15.000,"Dark Psychology Secrets: The Essential Guide to Persuasion, Emotional adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Perempuan di Titik Nol - Nawal El-Saadawi,https://lh3.googleusercontent.com/d/1m607_Z_r8TKXA5awdeAwOfCTizgxwxDQ,Rp3.500,Rp15.000,"Perempuan di Titik Nol - Nawal El-Saadawi adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Sang Penandai – Tere Liye,https://lh3.googleusercontent.com/d/1oBGjxT5G122vbePxZTe_GoWfjDZfWpbA,Rp3.500,Rp15.000,"Sang Penandai – Tere Liye adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Negeri 5 Menara,https://lh3.googleusercontent.com/d/1c7tGTP7NNDKk1E70o7VXDPm8M7aMADIs,Rp3.500,Rp15.000,"Negeri 5 Menara adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Nihilisme,https://lh3.googleusercontent.com/d/1PXvXH9UFHTdg4RgREQtLIVOjLXdfQfN7,Rp3.500,Rp15.000,"Nihilisme adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Laut Bercerita,https://lh3.googleusercontent.com/d/11LWv6TNlVwQXfIrt75PCy8yj60-V3W7J,Rp3.500,Rp15.000,"Laut Bercerita adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Pendidikan Anak dalam Islam,https://lh3.googleusercontent.com/d/1a9eL4bGpUWQ1xT79DKyRfihUfnHCIBNk,Rp3.500,Rp15.000,"Pendidikan Anak dalam Islam adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
The Psychology of Money (Morgan Housel) (Z-Library) (1),https://lh3.googleusercontent.com/d/1hmSU2regQOel_9UDwdBH9YGnKGF5P1nG,Rp3.500,Rp15.000,"The Psychology of Money (Morgan Housel) (Z-Library) (1) adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Gadis Jeruk – Jostein Gaarder,https://lh3.googleusercontent.com/d/1_Y6Yt0OAWQeCrj9a3xUzl0ntzHrX5a28,Rp3.500,Rp15.000,"Gadis Jeruk – Jostein Gaarder adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
No Longer Human – Osamu Dazai,https://lh3.googleusercontent.com/d/1Bd0tjvxFSebgBpUjNN7LMowShT7DoCob,Rp3.500,Rp15.000,"No Longer Human – Osamu Dazai adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Buku Kerja Fisika Kuantum untuk Pemula,https://lh3.googleusercontent.com/d/1ilGYrmcdaJppUNUs0fwAgESEDUUJfE5I,Rp3.500,Rp15.000,"Buku Kerja Fisika Kuantum untuk Pemula adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Dunia Sophie – Jostein Gaarder,https://lh3.googleusercontent.com/d/18tYymerp5c363Mh8zOjyreF_wbP0Pnlp,Rp3.500,Rp15.000,"Dunia Sophie – Jostein Gaarder adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Belajar HTML dan CSS: Tutorial Fundamental,https://lh3.googleusercontent.com/d/1EgoP_mT70d7_CI3wJZM5ErLQjaqhnddm,Rp3.500,Rp15.000,"Belajar HTML dan CSS: Tutorial Fundamental adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Terapi Penyembuhan Emosional - Irma Rahayu,https://lh3.googleusercontent.com/d/1hPz3aC5SAunf0Q6cZ6Y1MJIxjNL2yFsn,Rp3.500,Rp15.000,"Terapi Penyembuhan Emosional - Irma Rahayu adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Is It Bad or Good Habits: Bagaimana Rutinitas dan Kebiasaan Dapat (2),https://lh3.googleusercontent.com/d/1lqDtkc2Ts-WyN-6j4YEyRP4uINlrYYnh,Rp3.500,Rp15.000,"Is It Bad or Good Habits: Bagaimana Rutinitas dan Kebiasaan Dapat (2) adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
100 Kata-kata Inspiratif dan Nasihat untuk Setiap Muslim - Salamuddin,https://lh3.googleusercontent.com/d/1kr7QsnMKZAR-RbBApHwDh17BjPMjm7hd,Rp3.500,Rp15.000,"100 Kata-kata Inspiratif dan Nasihat untuk Setiap Muslim - Salamuddin adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Dasar-Dasar Catur - Capablanca,https://lh3.googleusercontent.com/d/bc1qg4zndrsatg0j6xzdc5czs9l3vntz5gwwsrp6py,Rp3.500,Rp15.000,"Dasar-Dasar Catur - Capablanca adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Setiap Hari Stoik,https://lh3.googleusercontent.com/d/1lNvWc0ivoyCiS4AKQUtK9B1u2ORRGcj-,Rp3.500,Rp15.000,"Setiap Hari Stoik adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Dinasti Abbasiyah,https://lh3.googleusercontent.com/d/1yPXF32Hws-8yyU1BYQrsck6km7Ykhzcu,Rp3.500,Rp15.000,"Dinasti Abbasiyah adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Hadis Berkaitan Aurat dan Syarat Menutup Aurat,https://lh3.googleusercontent.com/d/1g0Xeegsp9UYKky71TG95nrztaS_BHmPA,Rp3.500,Rp15.000,"Hadis Berkaitan Aurat dan Syarat Menutup Aurat adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
Journal of Terror Kembar – Sweta Kartika,https://lh3.googleusercontent.com/d/1XU0YP9yGFUk4F4heP2LhwNt4tfVMGIac,Rp3.500,Rp15.000,"Journal of Terror Kembar – Sweta Kartika adalah bagian dari koleksi buku pilihan yang relevan untuk pembaca masa kini. Buku ini mengangkat tema yang bermakna dan penuh wawasan, cocok untuk kamu yang ingin bertumbuh secara intelektual maupun spiritual. Baik kamu Gen Z atau milenial, buku ini bisa jadi teman diskusi batin maupun inspirasi harianmu. Temukan pengalaman membaca yang reflektif, praktis, dan menyentuh—semuanya dari genggaman tanganmu. Yuk, mulai petualangan barumu lewat halaman-halaman penuh makna ini!",on,500,EBOOK
